"Ukazatel","IndicatorType","Druh zeleniny","DRUHZEMPLOD4","Roky","CasR","Území","Uz02","Hodnota"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Karlovarský kraj","CZ041","0.1"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Ústecký kraj","CZ042","1119.12"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Liberecký kraj","CZ051","0.57"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Královéhradecký kraj","CZ052","120.66"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Pardubický kraj","CZ053","1.4"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Kraj Vysočina","CZ063","0.78"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Jihomoravský kraj","CZ064","1299.7"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Olomoucký kraj","CZ071","1213.47"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Zlínský kraj","CZ072","114.68"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2020","2020","Moravskoslezský kraj","CZ080","3.46"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Česko","CZ","5457.37"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Hlavní město Praha","CZ010","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Středočeský kraj","CZ020","1733.13"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Jihočeský kraj","CZ031","0.28"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Plzeňský kraj","CZ032","0.38"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Karlovarský kraj","CZ041","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Ústecký kraj","CZ042","1191.28"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Liberecký kraj","CZ051","0.14"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Královéhradecký kraj","CZ052","0.71"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Pardubický kraj","CZ053","0.37"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Kraj Vysočina","CZ063","0.73"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Jihomoravský kraj","CZ064","1490.73"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Olomoucký kraj","CZ071","943.82"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Zlínský kraj","CZ072","95.21"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2021","2021","Moravskoslezský kraj","CZ080","0.59"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Česko","CZ","4588.14"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Hlavní město Praha","CZ010","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Středočeský kraj","CZ020","1207.1"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Jihočeský kraj","CZ031","0.32"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Plzeňský kraj","CZ032","0.48"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Karlovarský kraj","CZ041","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Ústecký kraj","CZ042","850.47"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Liberecký kraj","CZ051","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Královéhradecký kraj","CZ052","71.03"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Pardubický kraj","CZ053","0.04"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Kraj Vysočina","CZ063","0.03"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Jihomoravský kraj","CZ064","1502.06"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Olomoucký kraj","CZ071","838.5"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Zlínský kraj","CZ072","118.11"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2022","2022","Moravskoslezský kraj","CZ080","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Česko","CZ","2626.76"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Hlavní město Praha","CZ010","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Středočeský kraj","CZ020","980.55"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Jihočeský kraj","CZ031","0.95"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Plzeňský kraj","CZ032","1.05"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Karlovarský kraj","CZ041","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Ústecký kraj","CZ042","50.61"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Královéhradecký kraj","CZ052","108.92"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Kraj Vysočina","CZ063","7.5"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Jihomoravský kraj","CZ064","895.67"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Olomoucký kraj","CZ071","403.16"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2023","2023","Zlínský kraj","CZ072","127.77"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Česko","CZ","2615.28"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Hlavní město Praha","CZ010","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Středočeský kraj","CZ020","879.23"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Karlovarský kraj","CZ041","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Ústecký kraj","CZ042","478.43"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Kraj Vysočina","CZ063","62.34"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Jihomoravský kraj","CZ064","568.25"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Olomoucký kraj","CZ071","505.29"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2024","2024","Zlínský kraj","CZ072","6.44"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Česko","CZ","3404.34"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Hlavní město Praha","CZ010","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Středočeský kraj","CZ020","1093.52"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Jihočeský kraj","CZ031","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Plzeňský kraj","CZ032","7.77"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Karlovarský kraj","CZ041","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Ústecký kraj","CZ042","900.16"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Liberecký kraj","CZ051","12.68"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Královéhradecký kraj","CZ052","180.79"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Pardubický kraj","CZ053","0"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Kraj Vysočina","CZ063","14.06"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Jihomoravský kraj","CZ064","641.21"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Olomoucký kraj","CZ071","532.79"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Zlínský kraj","CZ072","1.62"
"Sklizeň zemědělských plodin (t)","5906","      - Hrách zahradní","60401","2025","2025","Moravskoslezský kraj","CZ080","19.74"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2009","2009","Česko","CZ","3.64355479"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2010","2010","Česko","CZ","3.09366024"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2011","2011","Česko","CZ","3.60608837"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2012","2012","Česko","CZ","2.58612086"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2013","2013","Česko","CZ","3.05052607"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Česko","CZ","5.11604764"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Hlavní město Praha","CZ010","6"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Středočeský kraj","CZ020","4.73621685"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Jihočeský kraj","CZ031","3.28111274"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Plzeňský kraj","CZ032","4.04542616"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Karlovarský kraj","CZ041","3.27659574"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Ústecký kraj","CZ042","5.52031812"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Liberecký kraj","CZ051","3.30748663"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Královéhradecký kraj","CZ052","3.79166667"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Pardubický kraj","CZ053","3.57202216"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Kraj Vysočina","CZ063","3.9894247"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Jihomoravský kraj","CZ064","3.58522622"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Olomoucký kraj","CZ071","6.46046957"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Zlínský kraj","CZ072","4.52604749"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2014","2014","Moravskoslezský kraj","CZ080","3.41971207"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Česko","CZ","4.51958332"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Hlavní město Praha","CZ010","4.33333333"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Středočeský kraj","CZ020","5.75561814"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Jihočeský kraj","CZ031","3.75"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Plzeňský kraj","CZ032","3.22222222"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Karlovarský kraj","CZ041","0"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Ústecký kraj","CZ042","5.0253195"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Liberecký kraj","CZ051","3.38888889"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Královéhradecký kraj","CZ052","3.69183303"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Pardubický kraj","CZ053","3.58851675"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Kraj Vysočina","CZ063","3.70348837"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Jihomoravský kraj","CZ064","2.771463"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Olomoucký kraj","CZ071","4.27065343"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Zlínský kraj","CZ072","3.32621643"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2015","2015","Moravskoslezský kraj","CZ080","3.48695652"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Česko","CZ","4.10666236"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Hlavní město Praha","CZ010","2.92460317"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Středočeský kraj","CZ020","4.58928907"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Jihočeský kraj","CZ031","4.18151815"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Plzeňský kraj","CZ032","4.11819887"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Karlovarský kraj","CZ041","4.17073171"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Ústecký kraj","CZ042","4.67816719"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Liberecký kraj","CZ051","4.18248175"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Královéhradecký kraj","CZ052","4.75114155"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Pardubický kraj","CZ053","4.21777778"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Kraj Vysočina","CZ063","4.18195719"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Jihomoravský kraj","CZ064","2.24215549"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Olomoucký kraj","CZ071","5.0027686"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Zlínský kraj","CZ072","2.35103421"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2016","2016","Moravskoslezský kraj","CZ080","4.20095694"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Česko","CZ","3.6249551701"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Hlavní město Praha","CZ010","2.7227722772"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Středočeský kraj","CZ020","4.5953990516"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Jihočeský kraj","CZ031","3.4"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Plzeňský kraj","CZ032","4"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Ústecký kraj","CZ042","4.3917800972"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Liberecký kraj","CZ051","3.4727515881"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Královéhradecký kraj","CZ052","4.8262331839"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Pardubický kraj","CZ053","3"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Kraj Vysočina","CZ063","4"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Jihomoravský kraj","CZ064","1.6375899519"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Olomoucký kraj","CZ071","5.0003409333"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Zlínský kraj","CZ072","1.6029444568"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2017","2017","Moravskoslezský kraj","CZ080","3.3695652174"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Česko","CZ","2.2485487432"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Hlavní město Praha","CZ010","2.0392156863"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Středočeský kraj","CZ020","2.9488576934"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Jihočeský kraj","CZ031","2.2195121951"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Plzeňský kraj","CZ032","2.0779220779"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Ústecký kraj","CZ042","3.0043300998"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Liberecký kraj","CZ051","2.575"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Královéhradecký kraj","CZ052","3.0707482993"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Pardubický kraj","CZ053","2.7981651376"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Kraj Vysočina","CZ063","2.4324324324"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Jihomoravský kraj","CZ064","1.2567103422"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Olomoucký kraj","CZ071","3.1593563087"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Zlínský kraj","CZ072","1.3222757598"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2018","2018","Moravskoslezský kraj","CZ080","2.4427244582"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Česko","CZ","2.8198265537"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Středočeský kraj","CZ020","3.1320848197"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Ústecký kraj","CZ042","3.2373261853"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Liberecký kraj","CZ051","1"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Královéhradecký kraj","CZ052","1.5131729668"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Pardubický kraj","CZ053","1.5882352941"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Kraj Vysočina","CZ063","2.3333333333"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Jihomoravský kraj","CZ064","1.8659016839"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Olomoucký kraj","CZ071","3.5285056509"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Zlínský kraj","CZ072","1.8583832335"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2019","2019","Moravskoslezský kraj","CZ080","2.7446808511"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Česko","CZ","3.434057971"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Hlavní město Praha","CZ010","5"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Středočeský kraj","CZ020","4.682985843"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Jihočeský kraj","CZ031","3.2692307692"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Plzeňský kraj","CZ032","2.9666666667"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Karlovarský kraj","CZ041","3.3333333333"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Ústecký kraj","CZ042","4.5301165803"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Liberecký kraj","CZ051","3.3529411765"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Královéhradecký kraj","CZ052","3.2770233569"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Pardubický kraj","CZ053","2.8571428571"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Kraj Vysočina","CZ063","3.12"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Jihomoravský kraj","CZ064","2.1147431621"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Olomoucký kraj","CZ071","4.9720150783"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Zlínský kraj","CZ072","2.119386435"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2020","2020","Moravskoslezský kraj","CZ080","3.1454545455"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Česko","CZ","3.3979017496"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Středočeský kraj","CZ020","5.1057003977"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Jihočeský kraj","CZ031","3.5"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Plzeňský kraj","CZ032","3.4545454545"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Ústecký kraj","CZ042","5.2267462267"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Liberecký kraj","CZ051","4.6666666667"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Královéhradecký kraj","CZ052","4.7333333333"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Pardubický kraj","CZ053","4.625"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Kraj Vysočina","CZ063","3.4761904762"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Jihomoravský kraj","CZ064","1.840293809"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Olomoucký kraj","CZ071","5.3214930086"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Zlínský kraj","CZ072","1.8846001584"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2021","2021","Moravskoslezský kraj","CZ080","4.2142857143"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Česko","CZ","3.1907507215"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Středočeský kraj","CZ020","4.2352899898"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Jihočeský kraj","CZ031","3.2"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Plzeňský kraj","CZ032","3.2"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Ústecký kraj","CZ042","4.150658858"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Královéhradecký kraj","CZ052","4.4729219144"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Pardubický kraj","CZ053","4"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Kraj Vysočina","CZ063","3"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Jihomoravský kraj","CZ064","2.2187329207"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Olomoucký kraj","CZ071","4.1470893714"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2022","2022","Zlínský kraj","CZ072","2.2407512806"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Česko","CZ","2.5830293137"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Středočeský kraj","CZ020","3.9438120903"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Jihočeský kraj","CZ031","0.76"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Plzeňský kraj","CZ032","1.3125"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Ústecký kraj","CZ042","1.9684947491"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Královéhradecký kraj","CZ052","0.8832306195"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Kraj Vysočina","CZ063","4.3859649123"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Jihomoravský kraj","CZ064","2.0945955427"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Olomoucký kraj","CZ071","3.6399422174"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2023","2023","Zlínský kraj","CZ072","1.9836981835"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Česko","CZ","2.652898095"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Středočeský kraj","CZ020","3.4420216098"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Ústecký kraj","CZ042","3.3818477416"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Kraj Vysočina","CZ063","4.7953846154"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Jihomoravský kraj","CZ064","1.4961822012"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Olomoucký kraj","CZ071","3.3962226106"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2024","2024","Zlínský kraj","CZ072","6.44"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Česko","CZ","2.7169296334"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Středočeský kraj","CZ020","4.4781522585"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Plzeňský kraj","CZ032","1.0156862745"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Ústecký kraj","CZ042","5.4754257908"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Liberecký kraj","CZ051","1.9039039039"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Královéhradecký kraj","CZ052","2.0900578035"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Kraj Vysočina","CZ063","2.5610200364"
"Hektarový výnos (t/ha)","5908","      - Hrách zahradní","60401","2025","2025","Jihomoravský kraj","CZ064","1.0510433229"
